episode_id,match_id,competition_name,season_name,period,possession_id,counterpressing_team,counterpressing_team_id,possession_team,possession_team_id,possession_origin_pattern,play_pattern,turnover_context,is_open_play,turnover_event_id,turnover_event_type,turnover_timestamp,turnover_seconds,turnover_location,turnover_link_quality,initiation_event_id,initiation_event_type,initiation_timestamp,initiation_seconds,initiation_location,initiation_player_id,initiation_player_name,delay_seconds,latency_valid,num_counterpress_actions,all_counterpress_event_ids,has_initiation_360,opponent_team_at_turnover,possession_team_at_counterpress_initiation,possession_id_at_counterpress_initiation,regain_5s_controlled,regain_3s_controlled,regain_8s_controlled,controlled_acquisition_time,controlled_control_time,controlled_regain_time,controlled_regain_event_id,controlled_regain_event_type,controlled_regain_evidence,regain_5s,regain_3s,regain_8s,seconds_to_regain,regain_event_id,regain_5s_controlled_v26,regain_5s_possession_annotation,regain_3s_possession_annotation,regain_8s_possession_annotation,seconds_to_regain_annotation,regain_event_id_annotation,dangerous_escape_15s,shot_15s,final_third_entry_15s,started_in_final_third,opponent_initial_x,opponent_max_progression_15s,time_to_shot,time_to_final_third_entry,episode_outcome_3class,episode_outcome_3class_old,is_primary_cohort,primary_cohort_eligible
3837998_p4_2474e3d3,3837998,Ligue 1,2022/2023,1,4,Paris Saint-Germain,131,Paris Saint-Germain,131,Regular Play,Regular Play,open_play,True,b067b969-29ef-40da-92c4-8bbc3b4cb978,Miscontrol,00:01:36.109,96.10900000000001,"[24.3, 28.9]",high,2474e3d3-ee8f-44f6-860c-5e9c9c076dc8,Pressure,00:01:36.393,96.393,"[26.6, 29.5]",3166,Marco Verratti,0.284,True,1,['2474e3d3-ee8f-44f6-860c-5e9c9c076dc8'],True,Paris Saint-Germain,Paris Saint-Germain,4,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,1,1,0,True,90.2,111.8,5.96,,dangerous_escape,dangerous_escape,True,True
3837998_p7_f25701b2,3837998,Ligue 1,2022/2023,1,7,Auxerre,167,Paris Saint-Germain,131,Regular Play,Regular Play,open_play,True,74a23fdb-76f5-4fa4-955e-7a2e3a46eff2,Ball Recovery,00:03:07.101,187.101,"[25.1, 7.8]",high,f25701b2-d0af-4b23-b2ba-18095a33b59f,Pressure,00:03:07.519,187.519,"[92.1, 70.0]",105182,Lassine Sinayoko,0.418,True,4,"['f25701b2-d0af-4b23-b2ba-18095a33b59f', '699b8e2b-b195-4268-a71f-123ce724e293', '629f2a1c-2445-4d55-b987-a812c39455e2', '4a1bb59e-4b59-48a6-9995-fc21b9bfac35']",True,Paris Saint-Germain,Paris Saint-Germain,7,0,0,1,6.488,6.488,6.488,aa8e8793-0d7d-485f-879e-b7f258fa526b,Carry,ball_recovery_plus_carry,0,0,1,6.488,aa8e8793-0d7d-485f-879e-b7f258fa526b,0,0,0,1,6.488,14ac1e47-48d8-4af6-a091-2b7507317345,0,0,0,False,25.1,40.6,,,harmless_escape,harmless_escape,True,True
3837998_p8_0e003128,3837998,Ligue 1,2022/2023,1,8,Paris Saint-Germain,131,Auxerre,167,Regular Play,Regular Play,open_play,True,14ac1e47-48d8-4af6-a091-2b7507317345,Ball Recovery,00:03:14.007,194.007,"[77.4, 50.2]",high,0e003128-a720-4feb-bcd5-ad2b3df63679,Pressure,00:03:15.277,195.277,"[37.7, 24.9]",6655,Fabián Ruiz Peña,1.27,True,1,['0e003128-a720-4feb-bcd5-ad2b3df63679'],True,Auxerre,Auxerre,8,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,1,0,1,False,77.4,80.6,,0.372,dangerous_escape,dangerous_escape,True,True
3837998_p9_2dd670eb,3837998,Ligue 1,2022/2023,1,9,Auxerre,167,Paris Saint-Germain,131,Regular Play,Regular Play,open_play,True,70e16fd8-7438-404c-aab5-af9ad0109fcc,Clearance,00:03:38.803,218.803,"[10.3, 43.7]",high,2dd670eb-e4b1-47f9-9357-60b1a9105466,Pressure,00:03:40.730,220.73,"[104.5, 33.9]",105182,Lassine Sinayoko,1.927,True,1,['2dd670eb-e4b1-47f9-9357-60b1a9105466'],True,Paris Saint-Germain,Paris Saint-Germain,9,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,1,0,1,False,11.5,102.9,,12.688,dangerous_escape,dangerous_escape,True,True
3837998_p12_73678259,3837998,Ligue 1,2022/2023,1,12,Auxerre,167,Paris Saint-Germain,131,Regular Play,Regular Play,open_play,True,4bf74ccf-8fe5-40f1-8afa-8c91d12579fa,Duel,00:04:37.742,277.742,"[66.8, 21.4]",high,73678259-69e0-4961-ad59-ba06b4d0dbec,Pressure,00:04:39.247,279.247,"[56.4, 70.8]",3105,Gauthier Hein,1.505,True,2,"['73678259-69e0-4961-ad59-ba06b4d0dbec', 'acc71ad1-21ba-4935-912c-e36794559eac']",True,Paris Saint-Germain,Paris Saint-Germain,12,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,66.8,78.7,,,harmless_escape,harmless_escape,True,True
3837998_p12_4bf74ccf,3837998,Ligue 1,2022/2023,1,12,Paris Saint-Germain,131,Paris Saint-Germain,131,Regular Play,Regular Play,open_play,True,9fec9531-d2a4-4d1e-9046-f92a7b0a7217,Ball Receipt*,00:04:37.646,277.646,"[53.7, 59.5]",high,4bf74ccf-8fe5-40f1-8afa-8c91d12579fa,Duel,00:04:37.742,277.742,"[66.8, 21.4]",5201,Sergio Ramos García,0.096,True,1,['4bf74ccf-8fe5-40f1-8afa-8c91d12579fa'],True,Auxerre,Paris Saint-Germain,12,1,1,1,0.0,1.823,1.823,6a900ed0-60a2-4261-952d-c037fc89bfaf,Pass,duel_plus_pass,1,1,1,1.823,6a900ed0-60a2-4261-952d-c037fc89bfaf,1,1,1,1,1.505,73678259-69e0-4961-ad59-ba06b4d0dbec,0,0,0,False,,56.4,,,successful_regain,successful_regain,True,True
3837998_p14_f489a3c1,3837998,Ligue 1,2022/2023,1,14,Auxerre,167,Paris Saint-Germain,131,Regular Play,Regular Play,open_play,True,7ea8bcda-b7ca-4afc-955c-1052484fe3b6,Interception,00:05:24.713,324.713,"[77.9, 72.0]",high,f489a3c1-6c06-45d7-9eb8-5701340d0c66,Pressure,00:05:28.653,328.653,"[35.3, 25.0]",21199,Han-Noah Massengo,3.94,True,1,['f489a3c1-6c06-45d7-9eb8-5701340d0c66'],True,Paris Saint-Germain,Paris Saint-Germain,14,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,1,1,1,False,77.9,108.9,8.851,0.188,dangerous_escape,dangerous_escape,True,True
3837998_p14_7ea8bcda,3837998,Ligue 1,2022/2023,1,14,Paris Saint-Germain,131,Paris Saint-Germain,131,Regular Play,Regular Play,open_play,True,7cf4e818-3699-487b-bc9f-0e5d6dc603f4,Ball Receipt*,00:05:22.171,322.171,"[21.5, 17.4]",high,7ea8bcda-b7ca-4afc-955c-1052484fe3b6,Interception,00:05:24.713,324.713,"[77.9, 72.0]",4372,Marcos Aoás Corrêa,2.542,True,1,['7ea8bcda-b7ca-4afc-955c-1052484fe3b6'],True,Auxerre,Paris Saint-Germain,14,1,1,1,0.0,0.0,0.0,90111b29-47ff-4b82-9f0f-af873751d445,Carry,interception_plus_carry,1,1,1,0.0,90111b29-47ff-4b82-9f0f-af873751d445,1,1,1,1,0.0,90111b29-47ff-4b82-9f0f-af873751d445,0,0,0,False,,0.0,,,successful_regain,successful_regain,True,True
3837998_p24_1704358d,3837998,Ligue 1,2022/2023,1,24,Auxerre,167,Paris Saint-Germain,131,Regular Play,Regular Play,open_play,True,5da8eb7e-9013-4141-ba15-4637119c567b,Pass,00:13:41.693,821.693,"[56.7, 18.1]",high,1704358d-024f-4ef1-b12d-95d69940a8e8,Pressure,00:13:43.572,823.572,"[56.0, 62.0]",105182,Lassine Sinayoko,1.879,True,1,['1704358d-024f-4ef1-b12d-95d69940a8e8'],True,Paris Saint-Germain,Paris Saint-Germain,24,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,56.7,63.7,,,harmless_escape,harmless_escape,True,True
3837998_p27_bf58585a,3837998,Ligue 1,2022/2023,1,27,Auxerre,167,Paris Saint-Germain,131,Regular Play,Regular Play,open_play,True,a90d0684-bdfb-4a4d-9735-ee61474d0b2b,Pass,00:16:02.297,962.297,"[30.3, 8.7]",high,bf58585a-4718-47ce-9d15-627cb3cc8da7,Pressure,00:16:04.750,964.75,"[83.7, 54.8]",30234,Akim Zedadka,2.453,True,1,['bf58585a-4718-47ce-9d15-627cb3cc8da7'],True,Paris Saint-Germain,Paris Saint-Germain,27,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,30.3,35.6,,,harmless_escape,harmless_escape,True,True
3837998_p27_75aefebf,3837998,Ligue 1,2022/2023,1,27,Paris Saint-Germain,131,Paris Saint-Germain,131,Regular Play,Regular Play,open_play,True,15f59eca-4017-47ae-992a-b4286e844170,Pass,00:16:30.531,990.531,"[24.9, 17.2]",high,75aefebf-8457-4534-a82f-fee215016f39,Pressure,00:16:33.175,993.175,"[107.7, 50.8]",4372,Marcos Aoás Corrêa,2.644,True,1,['75aefebf-8457-4534-a82f-fee215016f39'],False,Auxerre,Paris Saint-Germain,27,0,0,1,1.464,5.022,5.022,423378c4-67cb-44f7-b0b8-eab3d97c8bbf,Pass,opponent_turnover_plus_pass,0,0,1,5.022,423378c4-67cb-44f7-b0b8-eab3d97c8bbf,0,1,1,1,1.464,afdcb354-3126-4ca9-8fe1-e439a1cd5506,0,0,0,True,83.7,83.7,,,harmless_escape,successful_regain,True,False
3837998_p28_48982ab3,3837998,Ligue 1,2022/2023,1,28,Auxerre,167,Auxerre,167,Regular Play,Regular Play,open_play,True,ce8b11cd-c116-4189-ada5-e9c3eb76deef,Dispossessed,00:16:40.592,1000.592,"[50.3, 24.5]",high,48982ab3-6e43-4b8c-b638-91ea25010d03,Duel,00:16:40.592,1000.592,"[69.8, 55.6]",21199,Han-Noah Massengo,0.0,True,1,['48982ab3-6e43-4b8c-b638-91ea25010d03'],True,Paris Saint-Germain,Auxerre,28,1,1,1,0.0,0.0,0.0,ed2f8221-a43b-484b-882e-b24d0eb3b682,Carry,duel_plus_carry,1,1,1,0.0,ed2f8221-a43b-484b-882e-b24d0eb3b682,1,1,1,1,0.0,ed2f8221-a43b-484b-882e-b24d0eb3b682,0,0,0,False,,0.0,,,successful_regain,successful_regain,True,True
3837998_p28_ec66ee81,3837998,Ligue 1,2022/2023,1,28,Paris Saint-Germain,131,Auxerre,167,Regular Play,Regular Play,open_play,True,48982ab3-6e43-4b8c-b638-91ea25010d03,Duel,00:16:40.592,1000.592,"[69.8, 55.6]",high,ec66ee81-b6ba-4e3e-ad52-d3455ffd0cb2,Pressure,00:16:44.373,1004.373,"[25.3, 28.0]",5201,Sergio Ramos García,3.781,True,1,['ec66ee81-b6ba-4e3e-ad52-d3455ffd0cb2'],True,Auxerre,Auxerre,28,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,1,1,1,False,69.8,103.1,2.844,0.181,dangerous_escape,dangerous_escape,True,True
3837998_p33_3af83026,3837998,Ligue 1,2022/2023,1,33,Auxerre,167,Paris Saint-Germain,131,Regular Play,Regular Play,open_play,True,d4c490b9-c6e1-44f6-bb50-ea622dd3c83a,Duel,00:20:24.904,1224.904,"[56.5, 16.7]",high,3af83026-01d6-4ef5-afb2-cd82c5315394,Block,00:20:26.197,1226.197,"[61.2, 61.8]",30234,Akim Zedadka,1.293,True,4,"['3af83026-01d6-4ef5-afb2-cd82c5315394', '33d5d2e4-62cd-41f9-b714-04dc5e764c35', 'bfed7af9-b396-4938-b45d-760090422a90', '7e0388cb-4e53-4c8b-9fe0-415105d3e21e']",True,Paris Saint-Germain,Paris Saint-Germain,33,1,1,1,1.672,1.672,1.672,35bb0e92-04a3-4f78-a30a-c71eb388c2fa,Carry,duel_plus_carry,1,1,1,1.672,35bb0e92-04a3-4f78-a30a-c71eb388c2fa,1,0,0,0,,,0,0,0,False,56.5,71.8,,,successful_regain,harmless_escape,True,True
3837998_p33_d4c490b9,3837998,Ligue 1,2022/2023,1,33,Paris Saint-Germain,131,Paris Saint-Germain,131,Regular Play,Regular Play,open_play,True,d421de22-583f-49ae-a9d6-622bfa8719e4,Dispossessed,00:20:24.904,1224.904,"[63.6, 63.4]",high,d4c490b9-c6e1-44f6-bb50-ea622dd3c83a,Duel,00:20:24.904,1224.904,"[56.5, 16.7]",15651,Juan Bernat Velasco,0.0,True,3,"['d4c490b9-c6e1-44f6-bb50-ea622dd3c83a', '7e9505d8-43e5-4352-8fcd-941be9412009', '7d9e4a28-e629-4c23-9f2e-025dd496d92a']",False,Auxerre,Paris Saint-Germain,33,1,1,1,0.0,0.0,0.0,39c0264d-a1ab-43f9-8701-a7a4f7f770b4,Carry,duel_plus_carry,1,1,1,0.0,39c0264d-a1ab-43f9-8701-a7a4f7f770b4,1,1,1,1,0.0,39c0264d-a1ab-43f9-8701-a7a4f7f770b4,0,0,0,False,,0.0,,,successful_regain,successful_regain,True,False
3837998_p36_b37e0283,3837998,Ligue 1,2022/2023,1,36,Paris Saint-Germain,131,Paris Saint-Germain,131,Regular Play,Regular Play,open_play,True,d2491ea9-5de3-4633-9175-ab4b04565a1b,Pass,00:22:54.209,1374.209,"[22.8, 33.5]",high,b37e0283-4b8e-49f7-a1eb-dc199e08b5f1,Pressure,00:22:54.812,1374.812,"[104.6, 42.9]",50429,Hugo Ekitike,0.603,True,1,['b37e0283-4b8e-49f7-a1eb-dc199e08b5f1'],True,Auxerre,Paris Saint-Germain,36,1,1,1,2.395,2.395,2.395,5cd9ff92-14e0-4c7b-8e03-032e29e9e4e5,Carry,ball_recovery_plus_carry,1,1,1,2.395,5cd9ff92-14e0-4c7b-8e03-032e29e9e4e5,1,1,1,1,0.766,2cf15159-eda1-44dd-be74-7eb60b0e6474,0,0,0,False,64.5,64.5,,,successful_regain,successful_regain,True,True
3837998_p37_34bad939,3837998,Ligue 1,2022/2023,1,37,Paris Saint-Germain,131,Auxerre,167,Regular Play,Regular Play,open_play,True,6f48af8d-090c-4455-9a75-3a66ad5756fc,Pass,00:23:02.347,1382.347,"[14.1, 27.5]",high,34bad939-c820-4015-8158-fb3a13e14ab5,Pressure,00:23:03.218,1383.218,"[99.2, 52.6]",3166,Marco Verratti,0.871,True,3,"['34bad939-c820-4015-8158-fb3a13e14ab5', 'c0118b58-422d-40e4-97f8-d54be629253c', '94847d3e-87d8-4114-9c2a-a3f3acb50b83']",True,Auxerre,Auxerre,37,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,14.1,75.6,,,harmless_escape,harmless_escape,True,True
3837998_p41_aa3d8273,3837998,Ligue 1,2022/2023,1,41,Paris Saint-Germain,131,Auxerre,167,From Counter,From Counter,open_play,True,7f7c6e6e-5cfb-429c-947c-c88e36e6a73d,Ball Recovery,00:25:30.723,1530.723,"[5.8, 13.2]",high,aa3d8273-14ac-4c47-a32d-9434caf15321,Pressure,00:25:33.479,1533.479,"[78.5, 76.8]",6655,Fabián Ruiz Peña,2.756,True,2,"['aa3d8273-14ac-4c47-a32d-9434caf15321', '338f5290-7b68-4357-947a-d0f9ee84e3ec']",True,Auxerre,Auxerre,41,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,5.8,51.9,,,harmless_escape,harmless_escape,True,True
3837998_p44_fca75ffe,3837998,Ligue 1,2022/2023,1,44,Auxerre,167,Auxerre,167,Regular Play,Regular Play,open_play,True,a2bf8509-f910-4a18-a2ea-6a0da2e0c066,50/50,00:26:42.725,1602.725,"[62.5, 45.4]",high,fca75ffe-fcb1-4e71-a15a-2a7f1589b55e,50/50,00:26:42.725,1602.725,"[57.6, 34.7]",7350,Birama Touré,0.0,True,1,['fca75ffe-fcb1-4e71-a15a-2a7f1589b55e'],True,Paris Saint-Germain,Auxerre,44,1,1,1,0.0,0.0,0.0,38ec8f07-64bd-4e3f-a6ee-c242aad7485c,Carry,50_50_plus_carry,1,1,1,0.0,38ec8f07-64bd-4e3f-a6ee-c242aad7485c,1,1,1,1,0.0,38ec8f07-64bd-4e3f-a6ee-c242aad7485c,0,0,0,False,,0.0,,,successful_regain,successful_regain,True,True
3837998_p46_08032088,3837998,Ligue 1,2022/2023,1,46,Auxerre,167,Paris Saint-Germain,131,Regular Play,Regular Play,open_play,True,2127341a-4629-4828-9884-06cada8f5314,Interception,00:27:50.667,1670.667,"[42.4, 67.4]",high,08032088-3c76-4afc-af97-05fe9f512909,Pressure,00:27:52.644,1672.644,"[80.4, 4.5]",105182,Lassine Sinayoko,1.977,True,1,['08032088-3c76-4afc-af97-05fe9f512909'],True,Paris Saint-Germain,Paris Saint-Germain,46,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,42.4,47.7,,,harmless_escape,harmless_escape,True,True
3837998_p46_2127341a,3837998,Ligue 1,2022/2023,1,46,Paris Saint-Germain,131,Paris Saint-Germain,131,Regular Play,Regular Play,open_play,True,0262ea5e-01b4-4634-89a1-e43609d71f1e,Pass,00:27:49.252,1669.252,"[90.9, 2.2]",high,2127341a-4629-4828-9884-06cada8f5314,Interception,00:27:50.667,1670.667,"[42.4, 67.4]",50429,Hugo Ekitike,1.415,True,1,['2127341a-4629-4828-9884-06cada8f5314'],False,Auxerre,Paris Saint-Germain,46,1,1,1,0.0,0.0,0.0,9388e43e-15f9-448a-886c-9382dc41c356,Carry,interception_plus_carry,1,1,1,0.0,9388e43e-15f9-448a-886c-9382dc41c356,1,1,1,1,0.0,9388e43e-15f9-448a-886c-9382dc41c356,0,0,0,False,,0.0,,,successful_regain,successful_regain,True,False
3837998_p47_e97ebbeb,3837998,Ligue 1,2022/2023,1,47,Paris Saint-Germain,131,Paris Saint-Germain,131,From Corner,From Corner,open_play,True,951e252b-8fd2-441a-b256-cd6d2320c031,Ball Recovery,00:28:55.637,1735.637,"[21.6, 51.3]",high,e97ebbeb-9804-48b3-9cf0-21fe28339e8f,Pressure,00:29:00.389,1740.389,"[71.9, 23.5]",3166,Marco Verratti,4.752,True,1,['e97ebbeb-9804-48b3-9cf0-21fe28339e8f'],True,Auxerre,Paris Saint-Germain,47,1,1,1,2.673,2.673,2.673,fd7122fb-58d7-4cb0-aea3-33087024fc54,Carry,ball_recovery_plus_carry,1,1,1,2.673,fd7122fb-58d7-4cb0-aea3-33087024fc54,1,1,1,1,0.845,59e7ffe1-d17a-4842-acf4-529b1c97922b,0,0,0,False,21.6,49.2,,,successful_regain,successful_regain,True,True
3837998_p52_46c9213b,3837998,Ligue 1,2022/2023,1,52,Auxerre,167,Auxerre,167,Regular Play,Regular Play,open_play,True,201b83d2-ec4c-400b-9650-d30aabb9b72c,Ball Receipt*,00:31:02.422,1862.422,"[35.9, 65.5]",high,46c9213b-265e-4234-8dac-0f5cfd7910e5,Duel,00:31:03.239,1863.239,"[84.1, 15.4]",23615,Gideon Mensah,0.817,True,4,"['46c9213b-265e-4234-8dac-0f5cfd7910e5', '9befec8c-36d5-4dc9-831e-2469a11ca349', 'ffabaa3b-d9d3-4ca2-83da-f13821f29ef2', 'b0837c1c-c4de-4fba-a20b-6e64459e29ca']",True,Paris Saint-Germain,Auxerre,52,1,1,1,0.0,0.0,0.0,93071acb-ac32-4225-a0fb-ba71fb975f43,Carry,duel_plus_carry,1,1,1,0.0,93071acb-ac32-4225-a0fb-ba71fb975f43,1,1,1,1,0.0,93071acb-ac32-4225-a0fb-ba71fb975f43,0,0,0,False,,0.0,,,successful_regain,successful_regain,True,True
3837998_p52_7eb0fcdd,3837998,Ligue 1,2022/2023,1,52,Paris Saint-Germain,131,Auxerre,167,Regular Play,Regular Play,open_play,True,46c9213b-265e-4234-8dac-0f5cfd7910e5,Duel,00:31:03.239,1863.239,"[84.1, 15.4]",high,7eb0fcdd-cdb8-4bf2-a751-3507f6f5d856,Pressure,00:31:03.837,1863.837,"[33.8, 64.2]",144059,Warren Zaire Emery,0.598,True,1,['7eb0fcdd-cdb8-4bf2-a751-3507f6f5d856'],True,Auxerre,Auxerre,52,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,True,84.1,100.4,,,harmless_escape,harmless_escape,True,True
3837998_p60_d6a5c7b2,3837998,Ligue 1,2022/2023,1,60,Auxerre,167,Paris Saint-Germain,131,Regular Play,Regular Play,open_play,True,e9e9eec6-b308-4f15-8cdd-4d96e62c9400,Pass,00:38:08.748,2288.748,"[17.0, 65.9]",high,d6a5c7b2-b7e4-4114-bc13-901c734da4c7,Pressure,00:38:10.166,2290.166,"[90.9, 8.0]",23615,Gideon Mensah,1.418,True,2,"['d6a5c7b2-b7e4-4114-bc13-901c734da4c7', '7399ad9b-e4b0-48fb-848c-a7f28dff0f92']",True,Paris Saint-Germain,Paris Saint-Germain,60,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,17.0,28.9,,,harmless_escape,harmless_escape,True,True
3837998_p62_91a02cf6,3837998,Ligue 1,2022/2023,1,62,Paris Saint-Germain,131,Auxerre,167,Regular Play,Regular Play,open_play,True,02930b12-261b-44dc-ab6b-9b58bd269a31,Pass,00:39:21.628,2361.628,"[9.9, 42.1]",high,91a02cf6-17e1-4c80-b538-3e9ac3637403,Pressure,00:39:23.234,2363.234,"[108.2, 23.7]",6655,Fabián Ruiz Peña,1.606,True,1,['91a02cf6-17e1-4c80-b538-3e9ac3637403'],True,Auxerre,Auxerre,62,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,9.9,11.9,,,harmless_escape,harmless_escape,True,True
3837998_p65_d867a8eb,3837998,Ligue 1,2022/2023,1,65,Auxerre,167,Paris Saint-Germain,131,Regular Play,Regular Play,open_play,True,3dd75f6a-df12-4ca5-b581-1bc94ea73d01,Ball Recovery,00:40:49.594,2449.594,"[75.0, 10.8]",high,d867a8eb-598e-48d7-a65f-cd5e235368bb,Pressure,00:40:51.469,2451.469,"[49.9, 58.4]",7350,Birama Touré,1.875,True,2,"['d867a8eb-598e-48d7-a65f-cd5e235368bb', '009d92b3-0c07-4aae-a83a-0997a8abb22c']",True,Paris Saint-Germain,Paris Saint-Germain,65,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,75.0,77.0,,,harmless_escape,harmless_escape,True,True
3837998_p67_1a9cf0b7,3837998,Ligue 1,2022/2023,1,67,Paris Saint-Germain,131,Auxerre,167,Regular Play,Regular Play,open_play,True,c04f5989-cfad-436b-baf3-083e5dcde48e,Pass,00:41:42.040,2502.04,"[10.8, 27.3]",high,1a9cf0b7-593f-4e51-9a21-d35c4c5a6a80,Pressure,00:41:45.351,2505.351,"[104.2, 48.6]",5503,Lionel Andrés Messi Cuccittini,3.311,True,1,['1a9cf0b7-593f-4e51-9a21-d35c4c5a6a80'],True,Auxerre,Auxerre,67,0,0,0,11.952,11.952,11.952,d34cc53c-a9ea-48dd-a850-fc5692c4a7bc,Carry,ball_recovery_plus_carry,0,0,0,11.952,d34cc53c-a9ea-48dd-a850-fc5692c4a7bc,0,0,0,0,8.973,4565b213-0de9-477d-8f79-f34be3400759,1,0,1,False,10.8,87.3,,8.973,dangerous_escape,dangerous_escape,True,True
3837998_p68_4565b213,3837998,Ligue 1,2022/2023,1,68,Paris Saint-Germain,131,Paris Saint-Germain,131,Regular Play,Regular Play,open_play,True,92e3754d-b954-4175-b913-d15ef9041f32,Dribble,00:41:54.324,2514.324,"[87.3, 72.0]",high,4565b213-0de9-477d-8f79-f34be3400759,Duel,00:41:54.324,2514.324,"[32.8, 8.1]",6655,Fabián Ruiz Peña,0.0,True,1,['4565b213-0de9-477d-8f79-f34be3400759'],True,Auxerre,Paris Saint-Germain,68,1,1,1,2.979,2.979,2.979,d34cc53c-a9ea-48dd-a850-fc5692c4a7bc,Carry,ball_recovery_plus_carry,1,1,1,2.979,d34cc53c-a9ea-48dd-a850-fc5692c4a7bc,1,1,1,1,2.979,c76c867a-0335-44e4-9398-779c96e0772e,0,0,0,False,,0.0,,,successful_regain,successful_regain,True,True
3837998_p69_6a4e49dd,3837998,Ligue 1,2022/2023,1,69,Auxerre,167,Auxerre,167,From Counter,From Counter,open_play,True,c012743b-90cc-4627-a666-9298d4f65419,Pass,00:42:21.663,2541.663,"[72.9, 37.5]",high,6a4e49dd-4108-412c-9fbb-6c14803057ad,Pass,00:42:22.840,2542.84,"[48.2, 29.5]",45979,Souleymane Isaak Toure,1.177,True,1,['6a4e49dd-4108-412c-9fbb-6c14803057ad'],True,Paris Saint-Germain,Auxerre,69,0,0,0,,,,,,,0,0,0,,,1,1,1,1,0.783,43c239d6-be66-4aab-915e-ef68e748a69e,0,0,0,False,,67.2,,,harmless_escape,successful_regain,True,True
3837998_p69_57b496a3,3837998,Ligue 1,2022/2023,1,69,Paris Saint-Germain,131,Auxerre,167,From Counter,From Counter,open_play,True,6a4e49dd-4108-412c-9fbb-6c14803057ad,Pass,00:42:22.840,2542.84,"[48.2, 29.5]",high,57b496a3-3ecd-4caf-ad3d-c51bb5f99dad,Pressure,00:42:25.410,2545.41,"[67.2, 59.0]",3009,Kylian Mbappé Lottin,2.57,True,1,['57b496a3-3ecd-4caf-ad3d-c51bb5f99dad'],True,Auxerre,Auxerre,69,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,1,1,1,False,48.2,104.2,5.618,2.725,dangerous_escape,dangerous_escape,True,True
3837998_p71_11e9556a,3837998,Ligue 1,2022/2023,1,71,Auxerre,167,Paris Saint-Germain,131,Regular Play,Regular Play,open_play,True,5e47ccb0-f779-404b-a813-8ef01ad237f1,Clearance,00:43:02.590,2582.59,"[7.6, 43.4]",high,11e9556a-7f7c-4d9e-bde2-a78a9979627f,Duel,00:43:06.190,2586.19,"[104.7, 51.0]",7317,Rayan Ny Aina Arnaldo Raveloson,3.6,True,1,['11e9556a-7f7c-4d9e-bde2-a78a9979627f'],True,Paris Saint-Germain,Paris Saint-Germain,71,0,0,0,10.817,10.817,10.817,65f57b25-b2e1-44e9-acc6-c6f3cef1a201,Carry,ball_recovery_plus_carry,0,0,0,10.817,65f57b25-b2e1-44e9-acc6-c6f3cef1a201,0,0,0,0,10.817,110e5120-7040-4e56-9451-2e2fce086c78,1,0,1,False,11.7,86.9,,9.007,dangerous_escape,dangerous_escape,True,True
3837998_p72_c46e64a5,3837998,Ligue 1,2022/2023,1,72,Paris Saint-Germain,131,Auxerre,167,Regular Play,Regular Play,open_play,True,110e5120-7040-4e56-9451-2e2fce086c78,Ball Recovery,00:43:17.007,2597.007,"[34.5, 36.5]",high,c46e64a5-1499-4f54-9d46-82a96111a1eb,Pressure,00:43:18.127,2598.127,"[86.0, 40.7]",144059,Warren Zaire Emery,1.12,True,2,"['c46e64a5-1499-4f54-9d46-82a96111a1eb', 'e1e0b265-ee47-4e4b-9494-56044e8e74ec']",True,Auxerre,Auxerre,72,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,34.5,34.5,,,harmless_escape,harmless_escape,True,True
3837998_p78_37a8518d,3837998,Ligue 1,2022/2023,1,78,Paris Saint-Germain,131,Auxerre,167,Regular Play,Regular Play,open_play,True,0d8d34ce-b006-4f64-ae50-88a894fc24ef,Ball Recovery,00:46:38.781,2798.781,"[36.0, 47.8]",high,37a8518d-f4cd-4473-9d3e-6a4a0519cf1e,Pressure,00:46:39.304,2799.304,"[86.9, 33.8]",6655,Fabián Ruiz Peña,0.523,True,2,"['37a8518d-f4cd-4473-9d3e-6a4a0519cf1e', '8fa10232-59b6-48ac-a26d-cb7159dc13d4']",True,Auxerre,Auxerre,78,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,36.0,79.1,,,harmless_escape,harmless_escape,True,True
