episode_id,match_id,competition_name,delay_seconds,delay_bin,initiation_event_type,turnover_event_type,counterpressing_team,possession_team,primary_cause,cause_description,intervening_events_count,turnover_link_quality,latency_valid
3857293_p180_a0528fc6,3857293,FIFA World Cup,6.059,6.0-8.0 sec,Interception,Interception,Uruguay,Uruguay,D,Ambiguous timestamp/simultaneous event sequence,11,invalid,False
3857283_p20_16c01294,3857283,FIFA World Cup,6.076,6.0-8.0 sec,Pass,Pass,Belgium,Belgium,D,Ambiguous timestamp/simultaneous event sequence,12,invalid,False
3857283_p32_008929f4,3857283,FIFA World Cup,5.414,5.0-6.0 sec,Duel,Pass,Belgium,Belgium,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,5,invalid,False
3857283_p52_acb51e7b,3857283,FIFA World Cup,7.444,6.0-8.0 sec,Pass,Ball Receipt*,Belgium,Belgium,D,Ambiguous timestamp/simultaneous event sequence,14,invalid,False
3857283_p86_497c0cfe,3857283,FIFA World Cup,7.391,6.0-8.0 sec,Interception,Pass,Morocco,Morocco,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3857283_p93_a2ef4aaf,3857283,FIFA World Cup,6.318,6.0-8.0 sec,Pass,Pass,Belgium,Belgium,D,Ambiguous timestamp/simultaneous event sequence,8,invalid,False
3857283_p97_da894dbd,3857283,FIFA World Cup,5.577,5.0-6.0 sec,Pressure,Block,Belgium,Morocco,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,6,ambiguous,False
3857283_p122_0e67ef08,3857283,FIFA World Cup,5.326,5.0-6.0 sec,Pressure,Interception,Belgium,Morocco,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,6,ambiguous,False
3857263_p14_9d37f89b,3857263,FIFA World Cup,5.753,5.0-6.0 sec,Pressure,Clearance,Spain,Germany,A,Turnover detector linked to earlier action in chain or pass flight boundary,4,ambiguous,False
3857263_p23_f03bc636,3857263,FIFA World Cup,7.382,6.0-8.0 sec,Duel,Pass,Germany,Germany,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,8,invalid,False
3857263_p59_ded159d4,3857263,FIFA World Cup,5.372,5.0-6.0 sec,Interception,Pass,Germany,Germany,D,Ambiguous timestamp/simultaneous event sequence,6,invalid,False
3857263_p99_c5596d22,3857263,FIFA World Cup,6.697,6.0-8.0 sec,Pass,Pass,Germany,Germany,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3857263_p149_82afe530,3857263,FIFA World Cup,7.841,6.0-8.0 sec,Pass,Ball Receipt*,Germany,Germany,D,Ambiguous timestamp/simultaneous event sequence,14,invalid,False
3857263_p151_a329fecf,3857263,FIFA World Cup,7.08,6.0-8.0 sec,Pass,Pass,Germany,Germany,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,10,invalid,False
3857263_p157_bfd09d85,3857263,FIFA World Cup,5.834,5.0-6.0 sec,Duel,Pass,Spain,Spain,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,11,invalid,False
3869117_p35_2fe20620,3869117,FIFA World Cup,7.803,6.0-8.0 sec,Interception,Ball Recovery,United States,United States,D,Ambiguous timestamp/simultaneous event sequence,8,invalid,False
3869117_p88_03b2ac5a,3869117,FIFA World Cup,5.74,5.0-6.0 sec,Pressure,Clearance,Netherlands,Netherlands,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,ambiguous,False
3869117_p93_642bb1d4,3869117,FIFA World Cup,5.42,5.0-6.0 sec,Pass,Dribble,United States,United States,D,Ambiguous timestamp/simultaneous event sequence,8,ambiguous,False
3869117_p99_ae8557ea,3869117,FIFA World Cup,5.285,5.0-6.0 sec,Duel,Clearance,United States,Netherlands,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,5,ambiguous,False
3773565_p16_003d2a20,3773565,La Liga,5.967,5.0-6.0 sec,Pass,Pass,Granada,Granada,D,Ambiguous timestamp/simultaneous event sequence,6,invalid,False
3773565_p41_d917d569,3773565,La Liga,5.612,5.0-6.0 sec,Duel,Pass,Granada,Granada,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,5,invalid,False
3773565_p55_c65cc0b5,3773565,La Liga,7.356,6.0-8.0 sec,Pass,Pass,Granada,Granada,D,Ambiguous timestamp/simultaneous event sequence,12,invalid,False
3773565_p83_85871bf5,3773565,La Liga,5.582,5.0-6.0 sec,Interception,Pass,Granada,Granada,D,Ambiguous timestamp/simultaneous event sequence,11,invalid,False
3773565_p109_a27690e4,3773565,La Liga,6.225,6.0-8.0 sec,Pressure,Interception,Granada,Barcelona,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,10,invalid,False
3773565_p120_f38245e0,3773565,La Liga,5.178,5.0-6.0 sec,Pass,Interception,Barcelona,Barcelona,D,Ambiguous timestamp/simultaneous event sequence,6,ambiguous,False
3857300_p12_b507749b,3857300,FIFA World Cup,6.397,6.0-8.0 sec,Interception,Pass,Argentina,Argentina,D,Ambiguous timestamp/simultaneous event sequence,6,invalid,False
3857300_p24_3294b7de,3857300,FIFA World Cup,5.488,5.0-6.0 sec,Interception,Pass,Saudi Arabia,Saudi Arabia,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,ambiguous,False
3857300_p53_81f557ef,3857300,FIFA World Cup,7.922,6.0-8.0 sec,Pass,Pass,Argentina,Argentina,D,Ambiguous timestamp/simultaneous event sequence,12,invalid,False
3857300_p72_fd963b03,3857300,FIFA World Cup,5.53,5.0-6.0 sec,Pressure,Block,Saudi Arabia,Argentina,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,10,ambiguous,False
3857300_p73_8a967e95,3857300,FIFA World Cup,7.688,6.0-8.0 sec,Interception,Ball Receipt*,Saudi Arabia,Saudi Arabia,D,Ambiguous timestamp/simultaneous event sequence,10,invalid,False
3857291_p58_0e09bcad,3857291,FIFA World Cup,6.023,6.0-8.0 sec,Pressure,Clearance,Spain,Costa Rica,A,Turnover detector linked to earlier action in chain or pass flight boundary,4,invalid,False
3857291_p99_547461c2,3857291,FIFA World Cup,7.512,6.0-8.0 sec,Pass,Ball Receipt*,Costa Rica,Costa Rica,D,Ambiguous timestamp/simultaneous event sequence,11,invalid,False
3857291_p103_bdee9077,3857291,FIFA World Cup,7.78,6.0-8.0 sec,Pressure,Goal Keeper,Spain,Costa Rica,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,invalid,False
3857291_p109_6229b4f0,3857291,FIFA World Cup,6.702,6.0-8.0 sec,Interception,Ball Receipt*,Costa Rica,Costa Rica,D,Ambiguous timestamp/simultaneous event sequence,8,invalid,False
3857291_p110_fb971634,3857291,FIFA World Cup,6.841,6.0-8.0 sec,Duel,Pass,Spain,Spain,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,8,invalid,False
3857291_p117_84dd946d,3857291,FIFA World Cup,5.464,5.0-6.0 sec,Pressure,Clearance,Spain,Costa Rica,A,Turnover detector linked to earlier action in chain or pass flight boundary,3,ambiguous,False
3857280_p17_06238f57,3857280,FIFA World Cup,6.62,6.0-8.0 sec,Interception,Ball Receipt*,Brazil,Brazil,D,Ambiguous timestamp/simultaneous event sequence,8,invalid,False
3857280_p31_8d5cdff1,3857280,FIFA World Cup,7.517,6.0-8.0 sec,Pressure,Goal Keeper,Cameroon,Cameroon,A,Turnover detector linked to earlier action in chain or pass flight boundary,4,invalid,False
3857280_p105_9936c2c0,3857280,FIFA World Cup,7.375,6.0-8.0 sec,Pressure,Block,Cameroon,Cameroon,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,7,invalid,False
3857280_p113_f9bbf9b9,3857280,FIFA World Cup,5.39,5.0-6.0 sec,Pressure,Clearance,Cameroon,Brazil,A,Turnover detector linked to earlier action in chain or pass flight boundary,4,ambiguous,False
3857280_p116_ac9ec134,3857280,FIFA World Cup,7.615,6.0-8.0 sec,Duel,Pass,Brazil,Brazil,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,8,invalid,False
3857262_p83_5524a191,3857262,FIFA World Cup,7.363,6.0-8.0 sec,Pressure,Pass,Portugal,Portugal,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,11,invalid,False
3857262_p85_3034c964,3857262,FIFA World Cup,7.131,6.0-8.0 sec,Interception,Ball Receipt*,South Korea,South Korea,D,Ambiguous timestamp/simultaneous event sequence,7,invalid,False
3857262_p100_b64f8ce5,3857262,FIFA World Cup,7.635,6.0-8.0 sec,Pressure,Duel,South Korea,Portugal,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,7,invalid,False
3857262_p124_8a538935,3857262,FIFA World Cup,6.085,6.0-8.0 sec,Pressure,Block,Portugal,South Korea,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,6,invalid,False
3773386_p13_c17ac04f,3773386,La Liga,5.774,5.0-6.0 sec,Pressure,Pass,Barcelona,Barcelona,B,StatsBomb possession indexing retained pressing team despite brief contestation,3,invalid,False
3773386_p24_66f5fe0d,3773386,La Liga,7.937,6.0-8.0 sec,Duel,Pass,Deportivo Alavés,Deportivo Alavés,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,10,invalid,False
3773386_p71_d0176810,3773386,La Liga,7.734,6.0-8.0 sec,Interception,Pass,Deportivo Alavés,Deportivo Alavés,D,Ambiguous timestamp/simultaneous event sequence,14,invalid,False
3857279_p32_693cac0e,3857279,FIFA World Cup,5.8,5.0-6.0 sec,Block,Ball Recovery,France,France,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,7,ambiguous,False
3857279_p71_60f0ae4a,3857279,FIFA World Cup,5.814,5.0-6.0 sec,Pressure,Pass,Australia,Australia,B,StatsBomb possession indexing retained pressing team despite brief contestation,2,ambiguous,False
3857279_p110_f534694d,3857279,FIFA World Cup,6.084,6.0-8.0 sec,Block,Pass,France,France,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,invalid,False
3857279_p135_c89f8d35,3857279,FIFA World Cup,6.146,6.0-8.0 sec,Interception,Interception,France,France,D,Ambiguous timestamp/simultaneous event sequence,7,invalid,False
3773457_p9_69857601,3773457,La Liga,7.418,6.0-8.0 sec,Pass,Pass,Celta Vigo,Celta Vigo,D,Ambiguous timestamp/simultaneous event sequence,10,invalid,False
3773457_p53_f23194e2,3773457,La Liga,7.387,6.0-8.0 sec,Interception,Pass,Celta Vigo,Celta Vigo,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3773457_p119_a9916add,3773457,La Liga,7.038,6.0-8.0 sec,Duel,Pass,Celta Vigo,Celta Vigo,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,10,invalid,False
3773457_p135_0f0b47dd,3773457,La Liga,7.015,6.0-8.0 sec,Pass,Ball Receipt*,Barcelona,Barcelona,D,Ambiguous timestamp/simultaneous event sequence,10,invalid,False
3773457_p142_ea2ff6c9,3773457,La Liga,5.832,5.0-6.0 sec,Pass,Pass,Celta Vigo,Celta Vigo,D,Ambiguous timestamp/simultaneous event sequence,6,ambiguous,False
3773457_p150_8cafc59d,3773457,La Liga,7.7,6.0-8.0 sec,Pressure,Pass,Celta Vigo,Barcelona,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,12,invalid,False
3773457_p166_320bc3c2,3773457,La Liga,6.87,6.0-8.0 sec,Pass,Ball Receipt*,Celta Vigo,Celta Vigo,D,Ambiguous timestamp/simultaneous event sequence,8,invalid,False
3773457_p176_788d7f5c,3773457,La Liga,7.845,6.0-8.0 sec,Block,Pass,Barcelona,Celta Vigo,D,Ambiguous timestamp/simultaneous event sequence,13,invalid,False
3773457_p189_484e5ef4,3773457,La Liga,7.821,6.0-8.0 sec,Pressure,Pass,Celta Vigo,Barcelona,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,11,invalid,False
3773631_p17_2feeb880,3773631,La Liga,5.327,5.0-6.0 sec,Pressure,Clearance,Real Betis,Barcelona,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,ambiguous,False
3773631_p24_487a3f9f,3773631,La Liga,7.342,6.0-8.0 sec,Interception,Pass,Barcelona,Barcelona,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3773631_p29_09775b9e,3773631,La Liga,6.595,6.0-8.0 sec,Interception,Ball Receipt*,Barcelona,Barcelona,D,Ambiguous timestamp/simultaneous event sequence,10,invalid,False
3773631_p36_76d1ef32,3773631,La Liga,7.696,6.0-8.0 sec,Interception,Pass,Real Betis,Real Betis,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3773631_p48_a55790e3,3773631,La Liga,5.752,5.0-6.0 sec,Pressure,Clearance,Barcelona,Real Betis,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,7,ambiguous,False
3773631_p52_f6739ca2,3773631,La Liga,5.595,5.0-6.0 sec,Pressure,Duel,Barcelona,Barcelona,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,4,ambiguous,False
3773631_p79_171059b5,3773631,La Liga,7.034,6.0-8.0 sec,Interception,Ball Receipt*,Real Betis,Real Betis,D,Ambiguous timestamp/simultaneous event sequence,11,invalid,False
3773631_p96_624dd9c4,3773631,La Liga,7.874,6.0-8.0 sec,Pressure,Duel,Barcelona,Barcelona,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,6,invalid,False
3773631_p125_f709b10f,3773631,La Liga,5.355,5.0-6.0 sec,Interception,Block,Real Betis,Real Betis,D,Ambiguous timestamp/simultaneous event sequence,9,ambiguous,False
3773631_p134_77bceee3,3773631,La Liga,5.543,5.0-6.0 sec,Interception,Dribble,Barcelona,Barcelona,D,Ambiguous timestamp/simultaneous event sequence,8,ambiguous,False
3773631_p138_6f1f9291,3773631,La Liga,7.581,6.0-8.0 sec,Interception,Ball Receipt*,Barcelona,Barcelona,D,Ambiguous timestamp/simultaneous event sequence,11,invalid,False
3857281_p22_26bf9a04,3857281,FIFA World Cup,5.882,5.0-6.0 sec,Pressure,Clearance,Croatia,Croatia,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,ambiguous,False
3857281_p77_b08cedfe,3857281,FIFA World Cup,5.417,5.0-6.0 sec,Pass,Pass,Canada,Canada,D,Ambiguous timestamp/simultaneous event sequence,6,ambiguous,False
3857281_p105_ec311348,3857281,FIFA World Cup,6.928,6.0-8.0 sec,Pressure,Block,Croatia,Canada,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,invalid,False
3857281_p114_e3cfd386,3857281,FIFA World Cup,7.361,6.0-8.0 sec,Duel,Ball Receipt*,Croatia,Croatia,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,10,invalid,False
3773585_p79_de0b1240,3773585,La Liga,7.849,6.0-8.0 sec,Interception,Ball Receipt*,Real Madrid,Real Madrid,D,Ambiguous timestamp/simultaneous event sequence,17,invalid,False
3773585_p82_c4e14239,3773585,La Liga,5.952,5.0-6.0 sec,Pressure,Duel,Real Madrid,Real Madrid,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,4,ambiguous,False
3773585_p86_97e714de,3773585,La Liga,5.819,5.0-6.0 sec,Pass,Ball Recovery,Barcelona,Barcelona,D,Ambiguous timestamp/simultaneous event sequence,8,ambiguous,False
3773585_p159_f0627caa,3773585,La Liga,7.658,6.0-8.0 sec,Interception,Ball Receipt*,Real Madrid,Real Madrid,D,Ambiguous timestamp/simultaneous event sequence,11,invalid,False
3773585_p163_6b27c2fd,3773585,La Liga,7.993,6.0-8.0 sec,Pressure,Block,Barcelona,Real Madrid,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,10,invalid,False
3773497_p16_6e03ee5d,3773497,La Liga,5.43,5.0-6.0 sec,Pressure,Block,Barcelona,Real Madrid,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,6,ambiguous,False
3773497_p81_ff0a08ca,3773497,La Liga,7.571,6.0-8.0 sec,Interception,Pass,Real Madrid,Real Madrid,D,Ambiguous timestamp/simultaneous event sequence,10,invalid,False
3773497_p87_21ffafca,3773497,La Liga,7.103,6.0-8.0 sec,Pass,Pass,Real Madrid,Real Madrid,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3773497_p129_cee1358f,3773497,La Liga,5.327,5.0-6.0 sec,Pressure,Goal Keeper,Barcelona,Real Madrid,A,Turnover detector linked to earlier action in chain or pass flight boundary,4,ambiguous,False
3773665_p14_a282db53,3773665,La Liga,7.445,6.0-8.0 sec,Pressure,Ball Receipt*,Osasuna,Barcelona,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,16,invalid,False
3773665_p20_b47e3e58,3773665,La Liga,5.191,5.0-6.0 sec,Pass,Pass,Osasuna,Osasuna,D,Ambiguous timestamp/simultaneous event sequence,8,ambiguous,False
3773665_p21_cb5980e1,3773665,La Liga,7.603,6.0-8.0 sec,Pass,Pass,Barcelona,Barcelona,D,Ambiguous timestamp/simultaneous event sequence,6,invalid,False
3773665_p29_e4f767e3,3773665,La Liga,6.236,6.0-8.0 sec,Interception,Dribble,Barcelona,Barcelona,D,Ambiguous timestamp/simultaneous event sequence,8,invalid,False
3773665_p38_002f8679,3773665,La Liga,6.369,6.0-8.0 sec,Pass,Pass,Osasuna,Osasuna,D,Ambiguous timestamp/simultaneous event sequence,12,invalid,False
3773665_p92_8c97e712,3773665,La Liga,5.572,5.0-6.0 sec,Pressure,Block,Barcelona,Osasuna,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,8,ambiguous,False
3773665_p119_1a81c4a6,3773665,La Liga,7.323,6.0-8.0 sec,Pressure,Clearance,Barcelona,Osasuna,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,8,invalid,False
3773665_p140_8aef5328,3773665,La Liga,6.248,6.0-8.0 sec,Pressure,Goal Keeper,Barcelona,Osasuna,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,7,invalid,False
3773665_p164_5c8a9e95,3773665,La Liga,5.693,5.0-6.0 sec,Pass,Clearance,Osasuna,Osasuna,D,Ambiguous timestamp/simultaneous event sequence,7,ambiguous,False
3773466_p37_0a9eee27,3773466,La Liga,7.99,6.0-8.0 sec,Interception,Ball Receipt*,Celta Vigo,Celta Vigo,D,Ambiguous timestamp/simultaneous event sequence,13,invalid,False
3773466_p121_ae626cf6,3773466,La Liga,5.678,5.0-6.0 sec,Pressure,Block,Celta Vigo,Barcelona,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,ambiguous,False
3773466_p128_9e4579c2,3773466,La Liga,6.875,6.0-8.0 sec,Pressure,Ball Recovery,Celta Vigo,Celta Vigo,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,6,invalid,False
3773372_p35_7a804d5e,3773372,La Liga,7.785,6.0-8.0 sec,Pressure,Ball Receipt*,Atlético Madrid,Barcelona,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,9,invalid,False
3773372_p58_95d93bf3,3773372,La Liga,7.811,6.0-8.0 sec,Interception,Ball Receipt*,Atlético Madrid,Barcelona,D,Ambiguous timestamp/simultaneous event sequence,8,invalid,False
3773372_p72_a9f9c6a0,3773372,La Liga,5.441,5.0-6.0 sec,Pressure,Interception,Barcelona,Atlético Madrid,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,ambiguous,False
3773372_p99_8e95e3f5,3773372,La Liga,7.705,6.0-8.0 sec,Interception,Pass,Atlético Madrid,Atlético Madrid,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,10,invalid,False
3773372_p107_7781472e,3773372,La Liga,5.416,5.0-6.0 sec,Pass,Pass,Barcelona,Barcelona,D,Ambiguous timestamp/simultaneous event sequence,7,invalid,False
3773372_p108_b6ede079,3773372,La Liga,5.344,5.0-6.0 sec,Interception,Pass,Atlético Madrid,Atlético Madrid,D,Ambiguous timestamp/simultaneous event sequence,8,invalid,False
3773372_p122_23f590ac,3773372,La Liga,7.809,6.0-8.0 sec,Interception,Pass,Barcelona,Atlético Madrid,D,Ambiguous timestamp/simultaneous event sequence,13,invalid,False
3773372_p169_a2e34e09,3773372,La Liga,7.267,6.0-8.0 sec,Pressure,Pass,Barcelona,Atlético Madrid,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,7,invalid,False
3773372_p187_e5daad8c,3773372,La Liga,7.739,6.0-8.0 sec,Duel,Pass,Barcelona,Barcelona,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,7,invalid,False
3773660_p33_fe967d57,3773660,La Liga,7.846,6.0-8.0 sec,Interception,Ball Receipt*,Levante UD,Levante UD,D,Ambiguous timestamp/simultaneous event sequence,11,invalid,False
3773660_p46_001c488e,3773660,La Liga,7.955,6.0-8.0 sec,Pressure,Ball Receipt*,Barcelona,Levante UD,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,10,invalid,False
3773660_p52_981dad39,3773660,La Liga,5.383,5.0-6.0 sec,Pressure,Pass,Barcelona,Levante UD,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,8,invalid,False
3773660_p65_fc2899ff,3773660,La Liga,6.614,6.0-8.0 sec,Pressure,Goal Keeper,Levante UD,Barcelona,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,invalid,False
3773660_p71_ea5676ae,3773660,La Liga,5.509,5.0-6.0 sec,Pass,Pass,Barcelona,Barcelona,D,Ambiguous timestamp/simultaneous event sequence,8,ambiguous,False
3773660_p72_5ad892a9,3773660,La Liga,5.39,5.0-6.0 sec,Pressure,Clearance,Barcelona,Barcelona,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,ambiguous,False
3773660_p90_a1a6d943,3773660,La Liga,6.267,6.0-8.0 sec,Pressure,Ball Receipt*,Barcelona,Levante UD,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,9,invalid,False
3773660_p106_2d25cf7f,3773660,La Liga,7.163,6.0-8.0 sec,Interception,Pass,Levante UD,Levante UD,D,Ambiguous timestamp/simultaneous event sequence,11,invalid,False
3773660_p136_42e88624,3773660,La Liga,7.304,6.0-8.0 sec,Pressure,Pass,Barcelona,Levante UD,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,8,invalid,False
3773660_p152_d45df6d8,3773660,La Liga,5.161,5.0-6.0 sec,Duel,Ball Receipt*,Barcelona,Barcelona,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,6,ambiguous,False
3773660_p177_0bd2c502,3773660,La Liga,7.039,6.0-8.0 sec,Interception,Dribble,Levante UD,Levante UD,D,Ambiguous timestamp/simultaneous event sequence,10,invalid,False
3773660_p181_6ad97a52,3773660,La Liga,5.624,5.0-6.0 sec,Pressure,Clearance,Barcelona,Levante UD,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,ambiguous,False
3773593_p7_e13570de,3773593,La Liga,7.777,6.0-8.0 sec,Interception,Pass,Barcelona,Barcelona,D,Ambiguous timestamp/simultaneous event sequence,11,invalid,False
3773593_p22_c76eef0b,3773593,La Liga,5.07,5.0-6.0 sec,Block,Pass,Villarreal,Villarreal,D,Ambiguous timestamp/simultaneous event sequence,6,invalid,False
3773593_p29_7d0be883,3773593,La Liga,5.714,5.0-6.0 sec,Interception,Ball Recovery,Barcelona,Barcelona,D,Ambiguous timestamp/simultaneous event sequence,9,ambiguous,False
3773593_p39_0e3be788,3773593,La Liga,6.886,6.0-8.0 sec,Interception,Pass,Villarreal,Villarreal,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3773593_p45_1bd0961d,3773593,La Liga,6.588,6.0-8.0 sec,Interception,Pass,Villarreal,Villarreal,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3773593_p56_be46f37c,3773593,La Liga,6.225,6.0-8.0 sec,Pressure,Ball Recovery,Barcelona,Barcelona,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,6,invalid,False
3773593_p99_a3bcfd4d,3773593,La Liga,6.307,6.0-8.0 sec,Pass,Ball Receipt*,Villarreal,Villarreal,D,Ambiguous timestamp/simultaneous event sequence,7,invalid,False
3773593_p149_a54e982a,3773593,La Liga,5.531,5.0-6.0 sec,Pressure,Clearance,Villarreal,Villarreal,A,Turnover detector linked to earlier action in chain or pass flight boundary,4,ambiguous,False
3773695_p50_af83b132,3773695,La Liga,7.765,6.0-8.0 sec,Pressure,Ball Receipt*,Valencia,Barcelona,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,10,invalid,False
3773695_p67_28198746,3773695,La Liga,6.844,6.0-8.0 sec,Pass,Pass,Valencia,Valencia,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3773695_p76_469db183,3773695,La Liga,7.645,6.0-8.0 sec,Interception,Pass,Barcelona,Barcelona,D,Ambiguous timestamp/simultaneous event sequence,14,invalid,False
3773695_p117_bb334244,3773695,La Liga,5.301,5.0-6.0 sec,Pressure,Interception,Valencia,Barcelona,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,9,ambiguous,False
3773695_p143_e48e4344,3773695,La Liga,7.474,6.0-8.0 sec,Pass,Pass,Barcelona,Barcelona,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,11,invalid,False
3773695_p156_343792e6,3773695,La Liga,7.258,6.0-8.0 sec,Interception,Ball Receipt*,Valencia,Valencia,D,Ambiguous timestamp/simultaneous event sequence,16,invalid,False
3773695_p157_b54015fe,3773695,La Liga,7.276,6.0-8.0 sec,Interception,Ball Receipt*,Barcelona,Barcelona,D,Ambiguous timestamp/simultaneous event sequence,10,invalid,False
3773586_p44_d7272e3b,3773586,La Liga,5.754,5.0-6.0 sec,Duel,Ball Recovery,Barcelona,Barcelona,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,6,ambiguous,False
3773586_p59_7e555979,3773586,La Liga,5.845,5.0-6.0 sec,Block,Clearance,Granada,Barcelona,D,Ambiguous timestamp/simultaneous event sequence,12,ambiguous,False
3773586_p76_34167aa5,3773586,La Liga,5.059,5.0-6.0 sec,Pressure,Duel,Barcelona,Barcelona,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,4,ambiguous,False
3773586_p86_e5fa35c7,3773586,La Liga,6.916,6.0-8.0 sec,Pass,Ball Receipt*,Granada,Granada,D,Ambiguous timestamp/simultaneous event sequence,10,invalid,False
3773586_p89_35be0c02,3773586,La Liga,5.152,5.0-6.0 sec,Pass,Pass,Barcelona,Barcelona,D,Ambiguous timestamp/simultaneous event sequence,10,ambiguous,False
3773586_p93_2e5ba836,3773586,La Liga,7.053,6.0-8.0 sec,Pass,Ball Receipt*,Granada,Granada,D,Ambiguous timestamp/simultaneous event sequence,15,invalid,False
3773586_p119_fa01ba51,3773586,La Liga,5.543,5.0-6.0 sec,Pressure,Interception,Barcelona,Granada,A,Turnover detector linked to earlier action in chain or pass flight boundary,4,ambiguous,False
3773586_p119_979969c7,3773586,La Liga,6.579,6.0-8.0 sec,Pressure,Interception,Granada,Granada,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,7,invalid,False
3773661_p29_901cdef5,3773661,La Liga,5.87,5.0-6.0 sec,Pressure,Interception,Barcelona,Getafe,A,Turnover detector linked to earlier action in chain or pass flight boundary,4,ambiguous,False
3773661_p32_4c6d21c2,3773661,La Liga,5.951,5.0-6.0 sec,Pass,Ball Receipt*,Barcelona,Barcelona,D,Ambiguous timestamp/simultaneous event sequence,10,ambiguous,False
3773661_p79_bf220d00,3773661,La Liga,6.144,6.0-8.0 sec,Pressure,Block,Barcelona,Getafe,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,7,invalid,False
